0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,155,147,151,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,0,0,29,30,25,0,0,0,25,27,29,30,25,27,29,30,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,0,0,0,21,23,0,0,0,0,0,0,0,0,0,0,21,23,17,19,21,23,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,0,0,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,24,27,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,0,0,0,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,0,0,0,0,0,0,0,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,0,0,0,0,0,0,17,19,21,23,0,19,21,23,17,19,0,0,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,0,0,0,0,0,0,27,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,0,0,0,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,0,0,0,0,0,0,0,0,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,0,0,0,0,0,0,0,0,0,0,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,0,0,0,0,0,0,0,0,0,0,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,0,0,0,0,0,0,0,0,0,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,0,0,0,0,0,0,0,0,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,0,0,0,0,0,0,0,0,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,0,0,0,0,0,0,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,0,0,0,0,0,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,0,0,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,0,0,0,0,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,0,0,0,0,0,0,0,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,0,0,0,0,0,0,0,0,0,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,0,0,0,0,0,0,0,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,0,0,0,0,0,0,0,0,0,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,156,145,157,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,156,157,29,30,24,27,29,30,24,27,29,30,0,0,0,0,0,0,0,0,0,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,152,149,160,178,161,145,153,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,29,30,24,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,152,164,165,149,149,149,153,20,22,16,18,20,22,0,0,0,0,0,0,0,0,0,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,152,164,180,181,182,183,180,165,157,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,20,22,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,156,145,164,176,177,178,179,176,165,157,30,25,27,29,30,0,0,0,0,0,0,0,0,0,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,156,145,149,153,25,27,29,30,25,27,29,30,25,27,29,30,25,155,167,184,185,186,187,184,185,146,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,29,30,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,152,160,176,166,151,151,147,147,167,176,165,153,17,19,21,23,0,0,0,0,0,0,0,0,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,152,164,176,177,150,17,19,21,23,17,19,21,23,17,19,21,23,17,19,148,188,189,190,191,188,189,146,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,21,23,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
